INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (111, 'Henry Doe', 'henry@ex.com', '786 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (131, 'Henry Garcia', 'henry@web.com', '686 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (132, 'Bob Jones', 'bob.j@mail.com', '770 Pine St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (133, 'Jane Williams', 'jane.@email.com', '385 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (134, 'Alice Davis', 'alice@email.com', '105 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (135, 'Frank Brown', 'frank@web.com', '294 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (136, 'Alice Davis', 'alice@email.com', '46 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (137, 'Bob Garcia', 'bob.g@web.com', '962 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (138, 'Eve Williams', 'eve.w@web.com', '839 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (139, 'Grace Smith', 'grace@web.com', '281 Cherry St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (140, 'Jane Brown', 'jane.@email.com', '888 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (141, 'Henry Williams', 'henry@ex.com', '646 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (142, 'Bob Williams', 'bob.w@mail.com', '329 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (143, 'Henry Doe', 'henry@site.com', '151 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (144, 'Jane Miller', 'jane.@web.com', '68 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (145, 'Bob Williams', 'bob.w@email.com', '463 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (146, 'Carol Williams', 'carol@mail.com', '988 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (147, 'Alice Jones', 'alice@web.com', '318 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (148, 'Bob Jones', 'bob.j@email.com', '771 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (149, 'Eve Brown', 'eve.b@mail.com', '102 Pine St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (150, 'Eve Brown', 'eve.b@email.com', '770 Maple St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (151, 'Carol Wilson', 'carol@ex.com', '713 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (152, 'Eve Brown', 'eve.b@email.com', '440 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (153, 'Frank Williams', 'frank@site.com', '459 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (154, 'Dan Williams', 'dan.w@email.com', '331 Maple St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (155, 'Henry Brown', 'henry@site.com', '617 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (156, 'Alice Smith', 'alice@mail.com', '383 Cherry St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (157, 'Henry Smith', 'henry@site.com', '902 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (158, 'Dan Brown', 'dan.b@ex.com', '425 Maple St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (159, 'Carol Smith', 'carol@site.com', '347 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (160, 'Alice Wilson', 'alice@mail.com', '140 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (161, 'Jane Williams', 'jane.@site.com', '690 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (162, 'Bob Wilson', 'bob.w@ex.com', '794 Pine St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (163, 'Dan Johnson', 'dan.j@ex.com', '167 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (164, 'Eve Doe', 'eve.d@ex.com', '76 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (165, 'Dan Jones', 'dan.j@ex.com', '457 Maple St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (166, 'Alice Davis', 'alice@mail.com', '863 Cherry St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (167, 'Frank Smith', 'frank@mail.com', '192 Maple St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (168, 'Dan Brown', 'dan.b@web.com', '580 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (169, 'Carol Miller', 'carol@ex.com', '984 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (170, 'Frank Davis', 'frank@web.com', '871 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (171, 'John Doe', 'john.@email.com', '61 Maple St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (172, 'John Miller', 'john.@web.com', '538 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (173, 'Jane Johnson', 'jane.@email.com', '652 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (174, 'Carol Doe', 'carol@email.com', '596 Pine St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (175, 'Bob Garcia', 'bob.g@email.com', '153 Pine St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (176, 'John Doe', 'john.@mail.com', '434 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (177, 'Alice Smith', 'alice@email.com', '290 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (178, 'Alice Davis', 'alice@ex.com', '834 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (179, 'Dan Doe', 'dan.d@web.com', '285 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (180, 'Alice Miller', 'alice@email.com', '363 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (181, 'Eve Johnson', 'eve.j@mail.com', '884 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (182, 'Eve Jones', 'eve.j@site.com', '6 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (183, 'Carol Garcia', 'carol@site.com', '333 Cherry St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (184, 'John Wilson', 'john.@web.com', '327 Cherry St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (185, 'Carol Davis', 'carol@site.com', '962 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (186, 'Alice Davis', 'alice@mail.com', '555 Pine St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (187, 'John Miller', 'john.@ex.com', '411 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (188, 'Grace Jones', 'grace@mail.com', '82 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (189, 'Eve Doe', 'eve.d@site.com', '399 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (190, 'Henry Brown', 'henry@mail.com', '104 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (191, 'John Jones', 'john.@web.com', '628 Cherry St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (192, 'Alice Williams', 'alice@ex.com', '112 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (193, 'Henry Johnson', 'henry@mail.com', '109 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (194, 'Frank Williams', 'frank@ex.com', '224 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (195, 'Jane Miller', 'jane.@site.com', '412 Maple St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (196, 'Dan Garcia', 'dan.g@web.com', '278 Cherry St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (197, 'Carol Brown', 'carol@ex.com', '931 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (198, 'Frank Brown', 'frank@web.com', '594 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (199, 'Grace Brown', 'grace@ex.com', '802 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (200, 'Jane Johnson', 'jane.@web.com', '4 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (201, 'John Brown', 'john.@web.com', '761 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (202, 'John Williams', 'john.@ex.com', '635 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (203, 'Jane Davis', 'jane.@email.com', '997 Maple St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (204, 'Grace Smith', 'grace@email.com', '181 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (205, 'Frank Jones', 'frank@site.com', '899 Cherry St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (206, 'Bob Jones', 'bob.j@web.com', '427 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (207, 'Grace Smith', 'grace@email.com', '200 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (208, 'John Johnson', 'john.@ex.com', '791 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (209, 'Frank Garcia', 'frank@email.com', '841 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (210, 'Carol Williams', 'carol@ex.com', '586 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (211, 'Carol Brown', 'carol@site.com', '630 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (212, 'Frank Brown', 'frank@email.com', '771 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (213, 'Grace Davis', 'grace@web.com', '757 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (214, 'Bob Wilson', 'bob.w@mail.com', '59 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (215, 'Eve Brown', 'eve.b@email.com', '260 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (216, 'Alice Davis', 'alice@web.com', '400 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (217, 'John Garcia', 'john.@web.com', '354 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (218, 'Bob Smith', 'bob.s@web.com', '341 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (219, 'Carol Jones', 'carol@mail.com', '114 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (220, 'John Miller', 'john.@ex.com', '863 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (221, 'Alice Smith', 'alice@mail.com', '777 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (222, 'Henry Brown', 'henry@ex.com', '383 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (223, 'Alice Brown', 'alice@site.com', '951 Cherry St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (224, 'Dan Davis', 'dan.d@email.com', '258 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (225, 'John Miller', 'john.@ex.com', '895 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (226, 'John Brown', 'john.@mail.com', '662 Cherry St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (227, 'Grace Garcia', 'grace@web.com', '142 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (228, 'Carol Garcia', 'carol@site.com', '873 Cherry St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (229, 'Jane Miller', 'jane.@site.com', '150 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (230, 'Eve Garcia', 'eve.g@ex.com', '473 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (231, 'Eve Williams', 'eve.w@mail.com', '171 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (232, 'Carol Johnson', 'carol@web.com', '700 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (233, 'Carol Davis', 'carol@mail.com', '192 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (234, 'Jane Jones', 'jane.@web.com', '694 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (235, 'Bob Miller', 'bob.m@ex.com', '258 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (236, 'Eve Doe', 'eve.d@mail.com', '989 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (237, 'Alice Brown', 'alice@web.com', '704 Cherry St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (238, 'Jane Garcia', 'jane.@ex.com', '917 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (239, 'Jane Davis', 'jane.@web.com', '252 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (240, 'Grace Jones', 'grace@web.com', '186 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (241, 'Eve Miller', 'eve.m@mail.com', '215 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (242, 'Dan Davis', 'dan.d@mail.com', '678 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (243, 'Frank Smith', 'frank@email.com', '279 Cherry St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (244, 'Eve Johnson', 'eve.j@site.com', '160 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (245, 'Grace Jones', 'grace@web.com', '41 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (246, 'Grace Jones', 'grace@mail.com', '331 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (247, 'Dan Johnson', 'dan.j@site.com', '415 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (248, 'Henry Miller', 'henry@ex.com', '149 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (249, 'Bob Davis', 'bob.d@mail.com', '944 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (250, 'John Miller', 'john.@site.com', '516 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (251, 'Carol Jones', 'carol@mail.com', '26 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (252, 'Henry Davis', 'henry@site.com', '509 Pine St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (253, 'Grace Miller', 'grace@mail.com', '156 Maple St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (254, 'Eve Miller', 'eve.m@email.com', '642 Aspen St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (255, 'Grace Brown', 'grace@web.com', '146 Pine St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (256, 'Alice Brown', 'alice@web.com', '681 Elm St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (257, 'Alice Doe', 'alice@mail.com', '664 Pine St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (258, 'Dan Wilson', 'dan.w@site.com', '89 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (259, 'Bob Williams', 'bob.w@mail.com', '247 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (260, 'Henry Miller', 'henry@ex.com', '583 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (261, 'Frank Smith', 'frank@ex.com', '387 Maple St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (262, 'Grace Williams', 'grace@ex.com', '787 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (263, 'Bob Miller', 'bob.m@web.com', '400 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (264, 'Henry Smith', 'henry@mail.com', '28 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (265, 'Henry Miller', 'henry@mail.com', '821 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (266, 'John Garcia', 'john.@ex.com', '362 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (267, 'Eve Doe', 'eve.d@mail.com', '484 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (268, 'John Doe', 'john.@mail.com', '202 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (269, 'Eve Johnson', 'eve.j@mail.com', '70 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (270, 'Jane Smith', 'jane.@web.com', '373 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (271, 'Eve Jones', 'eve.j@mail.com', '193 Maple St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (272, 'Eve Brown', 'eve.b@mail.com', '652 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (273, 'Grace Brown', 'grace@web.com', '402 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (274, 'Dan Doe', 'dan.d@site.com', '506 Willow St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (275, 'Henry Wilson', 'henry@web.com', '451 Poplar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (276, 'Eve Doe', 'eve.d@mail.com', '434 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (277, 'Grace Johnson', 'grace@site.com', '208 Oak St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (278, 'Frank Miller', 'frank@email.com', '554 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (279, 'Carol Davis', 'carol@ex.com', '781 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (280, 'Eve Garcia', 'eve.g@email.com', '688 Birch St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (281, 'Carol Johnson', 'carol@email.com', '283 Cedar St'); 
INSERT INTO CUSTOMER (CUSTOMER_ID, NAME, EMAIL, ADDRESS) VALUES (282, 'Dan Wilson', 'dan.w@email.com', '478 Cedar St'); 
